,adult,budget,genres,id,original_language,original_title,overview,popularity,production_companies,runtime,spoken_languages,status,vote_average,vote_count
39027,False,0,"[{'id': 27, 'name': 'Horror'}]",18932,en,Knock Knock,"Knock Knock is a horror film that combines fear with revenge, hate with justice and responsibility with sacrifice. The bible says an ""Eye for an Eye."" Rico was just a big fun loving son of a hard working neighborhood business man. The problem is his dad is an undertaker. Some popular high school Students thought he was weird because of it. Rico kept to himself...",1.169505,"[{'name': 'Ariola Productions. Inc.', 'id': 3558}]",92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,3.1,7.0
41844,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",369875,en,A Christmas Eve Miracle,"Sharron Holden is a loving mother, wife, and workaholic. She's on the verge of a huge promotion at work, but her husband feels as if she has given up on her family. While on vacation, she imagines that life would have been better if she didn't have kids so young. But when a man claiming to be Kris Kringle arrives, he shows her how empty life truly would have been without the love of her family.",0.607978,[],80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,3.5,3.0
42500,False,0,"[{'id': 99, 'name': 'Documentary'}]",385114,es,Bellas de noche,"What happened to those vedettes who represented the mexican cabaret’s exotic beauty in the ‘70s and ‘80s? Four decades after the end of their roles, they tell their stories with dignity.",0.628191,"[{'name': 'Detalle Films', 'id': 15507}, {'name': 'Cinepantera', 'id': 82779}]",90.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,7.6,5.0
25541,False,0,"[{'id': 99, 'name': 'Documentary'}]",174309,en,Teenage,"Teenagers did not exist before the 20th century. Not until the early 1950s did the term gain widespread recognition, but with Teenage, Matt Wolf offers compelling evidence that “teenagers” had a tumultuous effect on the previous half-decade.",1.6959819999999999,[],80.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,7.3,9.0
32761,False,5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",57876,en,Area 51,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",6.055594,"[{'name': 'Insurge Pictures', 'id': 7377}]",91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,4.3,157.0
23969,False,0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",75785,en,The Other F Word,"What happens when a generation's ultimate anti-authoritarians — punk rockers — become society's ultimate authorities — dad's? With a large chorus of Punk Rock's leading men — Blink-182's Mark Hoppus, Red Hot Chili Peppers' Flea, Rise Against's Tim McIlrath — The Other F Word follows Jim Lindberg, 20-year veteran of skate punk band, Pennywise, on his hysterical and moving journey from belting his band's anthem, 'Fuck Authority', to embracing his ultimately pivotal authoritarian role in mid-life, fatherhood.",1.083836,"[{'name': 'Oscilloscope Laboratories', 'id': 4748}, {'name': 'Elephant Eye Films', 'id': 26422}, {'name': 'Mongrel Media', 'id': 64744}, {'name': 'Rare Bird Films', 'id': 92522}]",98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.4,19.0
14843,False,0,"[{'id': 18, 'name': 'Drama'}]",36457,fr,Mademoiselle,A sexually repressed school teacher releases her pent up passions in a series of shocking crimes.,0.612006,"[{'name': 'Procinex', 'id': 1184}, {'name': 'Woodfall Film Productions', 'id': 1980}]",105.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,7.3,7.0
41614,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",244201,en,"Yes, My Darling Daughter","Ellen is a free spirited young woman in love with Doug. Sadly he must leave America for a two year job in Belgium. Ellen and Doug decide to spend their last weekend together in a tourist cabin at a rural lake. Her family is shocked that a young unmarried woman would engage in such amoral activity. The comic plot develops as Ellen argues her case for women's freedom and independence, trying to win over her mother, grandmother, and other dubious relatives.",1.324207,"[{'name': 'First National Pictures', 'id': 3245}, {'name': 'Warner Bros.', 'id': 6194}]",86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.0,1.0
25355,False,0,"[{'id': 80, 'name': 'Crime'}]",74417,fr,La polizia sta a guardare,"In early seventies Italy, plagued by criminality and political terrorism, a fearless police commissioner is sent to restore law and order in a northern industrial town devastated by a recent wave of violence and kidnappings..",0.049823,"[{'name': 'Primex Italiana', 'id': 15324}]",95.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,10.0,1.0
3394,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",49721,en,Me Myself I,"Pamela Drury is unhappy, and alone. On her birthday she stumbles across a photo of Robert Dickson, and wonders what would've happened had she said yes to his proposal. A freak accident causes Pamela to live out the life she could've had, but is the grass on the other side always greener?",0.727837,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Australian Film Finance Corporation (AFFC)', 'id': 8724}, {'name': 'Gaumont Production', 'id': 45441}]",104.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,5.9,11.0
35573,False,0,"[{'id': 18, 'name': 'Drama'}]",52870,ja,パレード,"""Parade"" is the story of a strange living situation in a 2LDK apartment (having two bedrooms, a living-dining room, and a kitchen) in suburban Tokyo. There are five residents ranging in age from eighteen to twenty-eight: Ryosuke (Keisuke Koide), a male student with no motivation or aspirations; Kotomi (Shihori Kanjiya), an out-of-work aspiring actress who longs for a celebrity boyfriend; Miki (Karina), a heavy-drinking female illustrator; Satoru (Kento Hayashi), a male prostitute with a spectator like attitude toward life; and Naoki (Tatsuya Fujiwara), a salaryman who works for a film distribution company and says strange things in his sleep. The roommates are not in any way romantically involved with one another, but one can see subtle hints of affection and friendship among them. In the end, however, none of them really know each other.",0.580973,[],118.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,7.2,6.0
6538,False,14000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2830,en,My Boss's Daughter,"When a young man agrees to housesit for his boss, he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on – his boss's daughter. But he doesn't plan on the long line of other houseguests that try to keep him from his mission. And he also has to deal with the daughter's older brother, who's on the run from local drug dealers.",13.49615,"[{'name': 'Dimension Films', 'id': 7405}]",83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,4.4,189.0
22479,False,0,"[{'id': 18, 'name': 'Drama'}]",89581,en,Child Bride,"Jennie is a twelve-year-old girl living with her parents in extremely rural mountain country. Her schoolteacher, Miss Carol, though a mountain girl herself, has gone off to be educated and returned in hopes of stopping the tradition of child marriage which permeates the culture. Jennie's father Ira is a good man who tries to protect Miss Carol from the men who threaten her if she doesn't call off her crusade. One of these men, Jake Bolby, has his eye on little Jennie and plots to make her his bride.",0.590598,"[{'name': 'Astor Pictures Corp.', 'id': 20545}]",62.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,4.7,8.0
39510,False,0,"[{'id': 35, 'name': 'Comedy'}]",63989,fr,Irène,,0.459399,[],0.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,6.9,6.0
35531,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",372821,ja,S-最後の警官- 奪還 RECOVERY OF OUR FUTURE,"The NPS (National Police Safety Rescue), whose purpose is to catch extreme criminals alive, becomes the center of attention. A sit-in demonstration takes place. Members of the NPS, including Ichigo Kamikura (Osamu Mukai) go to the protest site. Meanwhile, a transport ship is hijacked in the Pacific Ocean.",1.087027,"[{'name': 'Toho', 'id': 5897}]",120.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,6.0,1.0
35901,False,0,"[{'id': 16, 'name': 'Animation'}]",90909,en,Sisyphus,"The film is an artistically spare depiction of the Greek myth of Sysiphus, sentenced to eternally roll a stone up a mountain. The story is presented in a single, unbroken shot, consisting of a dynamic line drawing of Sysiphus, the stone, and the mountainside.",0.035554,[],3.0,[],Released,6.0,3.0
28522,False,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]",233863,en,Jimi Hendrix: Hear My Train A Comin',"Hear My Train A Comin’ unveils previously unseen performance footage and home movies taken by Hendrix and drummer Mitch Mitchell while sourcing an extensive archive of photographs, drawings, family letters and more to provide new insight into the musician’s personality and genius.  The two-hour film uses Hendrix’s own words to tell his story, illustrated through archival interviews and illuminated with commentary from family, well-known friends and musicians including Paul McCartney, band members Noel Redding, Mitch Mitchell, Billy Cox, long-time sound engineer Eddie Kramer; Steve Winwood, Vernon Reid, Billy Gibbons, Dweezil Zappa and Dave Mason.",1.164304,[],120.0,[],Released,6.6,12.0
45299,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",190496,en,Nienasycenie,"The film Nienasycenie / INSATIABILITY, directed by Wiktor Grodecki based on the novel of the same title by Stanislaw Ignacy Witkiewicz, was selected for the Berlin International Film Festival. The film will be screened as part of the festival's Panorama section.",0.22987,"[{'name': 'Telewizja Polsat', 'id': 21303}]",125.0,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",Released,5.1,4.0
24285,False,0,[],107034,it,San Babila ore 20: un delitto inutile,A quartet of young neo-Fascists terrorise the Milanise locals while the Police mostly look the other way.,2.4e-05,[],105.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,0.0,0.0
39433,False,0,"[{'id': 53, 'name': 'Thriller'}]",402877,en,Lifeline,"Kai (Leehom Wang) awakens on his Shanghai houseboat––alone. His girlfriend Emma (Olivia Munn) has suddenly disappeared, leaving behind the one thing that could lead to her whereabouts: her smartphone.  Deeply disturbed, Kai seeks to uncover where she went, with whom she's connected, and what she took with her. Is Emma really who she says she is? Or is there something more sinister at play?",0.043826,[],32.0,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,0.0,0.0
18567,False,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",43459,es,La perla,"A poor Mexican diver discovers a valuable pearl in the ocean, but it brings his family only trouble",0.720646,"[{'name': 'RKO Pictures', 'id': 4361}, {'name': 'Producciones Águila', 'id': 37440}]",85.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,8.3,5.0
2914,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",11510,en,Repossessed,"It's been some time since Father Jebedaiah Mayii exorcised the Devil from little Nancy Aglet, who is now grown up with a husband and two children of her own. But the prince of darkness wants to go a second round and has returned to repossess her! With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV.",11.966566,"[{'name': 'Seven Arts Productions', 'id': 516}, {'name': 'Carolco Pictures', 'id': 14723}]",80.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,4.5,44.0
21506,False,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",122372,en,The Ghostmaker,"A group of college friends discover a 15th century coffin that allows them to experience the world as ghosts. While their first adventures in the spirit world are playful and innocent, the ""Box of Shadows"" soon brings out the group's most dangerous impulses and desires. The friends find themselves pulled into a world of evil where they learn the line between life and death is there for a reason.",1.8521299999999998,"[{'name': 'Fotocomics Productions', 'id': 33846}]",91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,4.9,19.0
14367,False,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",24418,en,Cirque du Freak: The Vampire's Assistant,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",10.829432,"[{'name': 'Universal Pictures', 'id': 33}]",109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.5,354.0
386,False,7000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",22067,en,Jason's Lyric,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,0.912909,[],119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.9,9.0
1059,False,6500000,"[{'id': 35, 'name': 'Comedy'}]",8491,en,Weekend at Bernie's,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets shot and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again.",8.051891,"[{'name': 'Gladden Entertainment', 'id': 1648}]",97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.4,255.0
43093,False,0,"[{'id': 99, 'name': 'Documentary'}]",185476,en,Videogramme einer Revolution,"Videograms of a Revolution is a 1992 documentary film compiled by Harun Farocki and Andrei Ujică from over 125 hours of amateur footage, news footage, and excerpts from the Bucharest TV studio overtaken by demonstrators as part of the December 1989 Romanian Revolution. In 2004 the Austrian Film Archive selected the documentary as part of its Die Utopie Film program for The Best 100 in Film History list.",0.245602,[],106.0,"[{'iso_639_1': 'ro', 'name': 'Română'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,5.0,1.0
4691,False,23000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",10866,en,Joy Ride,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",10.337689,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'LivePlanet', 'id': 7161}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Bad Robot', 'id': 11461}]",97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.3,328.0
39912,False,0,[],123858,en,Scab,"When a one-night stand turns Ajay into a vampire, he decides misery really does love company and tries to suck his friends Teague and Floor into a life of bloodlust.",0.039266,[],101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.5,1.0
45161,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",65662,en,Hit Me,"Sonny lives with his retarded older brother, and works as a bellhop at a second-rate hotel. This changes when Monique a beautiful, suicidal nut-case checks in.",0.086692,[],125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.5,1.0
37668,False,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",376311,en,Little Dead Rotting Hood,The residents of a small town discover that something more sinister than killer wolves is lurking in the backwoods: first the wolves start turning up dead...then people.,2.480478,"[{'name': 'The Asylum', 'id': 1311}]",90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,3.9,22.0
21134,False,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",41586,en,K-911,"Dooley and his dog Jerry Lee still are active as a police team with the LAPD. However, years starting and counting Captain Roger Byers thinks they urgently need to do something with their condition. He even forces them to work with a second team: the one of the young Sergeant Welles and her disciplined Dobermann Zeus. Dooley and Jerry Lee thinks they can work without their new partners but a mysterious sharp-shooter forces them to the ultimate cooperation",5.1900900000000005,"[{'name': 'Universal Home Entertainment', 'id': 6384}]",91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.2,50.0
25763,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",21605,en,Thunderpants,"An 11-year-old boy's amazing ability to break wind leads him first to fame and then to death row, before it helps him to fulfill his ambition of becoming an astronaut.",1.452692,"[{'name': 'Pathé Pictures International', 'id': 1178}, {'name': 'Mission Pictures', 'id': 2746}, {'name': 'CP Medien AG', 'id': 5521}]",83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,4.6,15.0
1944,False,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",11158,en,Honey I Blew Up the Kid,"Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",12.337898,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Touchwood Pacific Partners 1', 'id': 8830}]",89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,4.8,272.0
19401,False,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",97795,en,Emergo,"A team of parapsychologists sets out to investigate a series of anomalous phenomena taking place in a newly occupied apartment. Telephone calls with no caller, mysterious shadows, extraordinary light emissions, flying objects, and exploding light bulbs are some of the events they will face while recording their every step with state-of-the-art technology. Using infrared filming, digital photography, psychophonic recordings, movement detectors, and magnetic field alteration meters, the group’s attempts to contact the “other side” will grow increasingly dangerous as they near a point of no return.",7.177295,"[{'name': 'Magnet Releasing', 'id': 3595}]",80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.0,100.0
7192,False,26000000,"[{'id': 35, 'name': 'Comedy'}]",17047,en,Agent Cody Banks 2: Destination London,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",12.59201,"[{'name': 'Splendid Pictures', 'id': 368}, {'name': 'Maverick Films', 'id': 4000}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Dylan Sellers Productions', 'id': 8807}, {'name': 'Madacy Entertainment', 'id': 12027}]",100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.2,145.0
24447,False,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",152736,en,Child of God,"A dispossessed, violent man's life is a disastrous attempt to exist outside the social order. Successively deprived of parents and homes and with few other ties, Ballard descends to the level of a cave dweller as he falls deeper into crime and degradation.",3.3147019999999996,"[{'name': 'RabbitBandini Productions', 'id': 8924}, {'name': 'Made In Film-Land', 'id': 18440}]",104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.4,37.0
1827,False,1344000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",27367,en,Mrs. Miniver,"The Minivers, an English ""middle-class"" family experience life in the first months of World War II.",3.306745,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",134.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,6.7,47.0
30952,False,0,"[{'id': 35, 'name': 'Comedy'}]",65896,cs,Knoflíkáři,"Je to film sestávající ze šesti povídek, které většinou černě humornou, ironickou, mnohdy i trpce hořkou formou vyprávějí o jednom dávném prokletí, lidské nevěře, podivných úchylkách, nečekaném zázraku i pokryteckém odpuštění. Mají svou vlastní vypointovanou stavbu, specifickou atmosféru i způsob zpracování, a přesto jedna druhé předává motivy vzájemně spolu komunikující a pozorující tytéž věci z různých úhlů. (oficiální text distributora)",0.086451,[],102.0,"[{'iso_639_1': 'cs', 'name': 'Český'}]",Released,7.0,2.0
35930,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",184819,fr,Poil de carotte,A young boy is constantly mistreated by her mother because he is the prefered of the father.,0.089113,"[{'name': 'Majestic Films', 'id': 62532}, {'name': 'Films A. Legrand', 'id': 70358}]",108.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,5.0,1.0
27360,False,0,"[{'id': 27, 'name': 'Horror'}]",84508,ja,東海道四谷怪談,The ghost of a samurai's wife takes revenge on her husband.,1.2723010000000001,"[{'name': 'Shintoho Film Distribution Committee', 'id': 9303}]",76.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,6.8,12.0
21449,False,0,"[{'id': 27, 'name': 'Horror'}]",54133,en,Madhouse,"Julia (Trish Everly, in her only film role), a young teacher for deaf children living in Savannah, Georgia. Julia has horrid memories of her childhood, which was scarred by her sadistic twin sister Mary (Allison Biggers). At the urging of her uncle, Father James, Julia visits Mary, suffering from a severe skin disease, in a mental institution. The meet does not go well, and Mary vows to make Julia ""suffer as she had suffered"". As their mutual birthday approaches, several of Julia's friends and neighbors begin to die gruesome deaths, some of which committed by a mysterious Rottweiler dog that has some sort of connection to Mary. But is Mary really the killer?",1.289193,[],93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.4,9.0
8030,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",42593,en,Lovers and Other Strangers,"Mike Vecchio and Susan Henderson are preparing for their upcoming wedding. However, they seem to be the only two people at the wedding that are happy. Mike's brother Richie and his wife Joan are going through a divorce, which is upsetting his overly devout Catholic mother Beatrice. Also, Susan's father is carrying on an affair and her sex starved older sister Wilma is going through her troubles with her husband Johnny. All this is going on while Mike's best friend Jerry is trying to bed the maid of honor, Susan's cousin Brenda.",1.913071,[],104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.2,5.0
3813,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",27475,en,The Slumber Party Massacre,"An 18-year-old high school girl is left at home by her parents and decides to have a slumber party. Meanwhile, a mass murderer with a propensity for power tools has escaped from prison, and eventually makes his way to the party where the guests begin dropping off one by one.",6.133483999999999,"[{'name': 'Santa Fe Productions (I)', 'id': 77413}]",77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.7,61.0
30185,False,37000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",222936,en,Aloha,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,8.451297,"[{'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Vinyl Films', 'id': 485}]",105.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,5.2,704.0
44416,False,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",449012,en,Allen Iverson: The Answer,"NBA TV will feature the primetime special — Allen Iverson: The Answer — during its extensive 2016 Finals coverage on Monday, June 6, at 8 p.m. ET, with the fearless and sometimes misunderstood Iverson looking back at his Hall of Fame playing career and the moments that made him one of the most talked about figures in NBA history.  During the hour-long special, NBA TV’s Steve Smith interviews Iverson about the difficult journey from Hampton, Va., to Georgetown University, his selection as the first overall pick in the 1996 NBA Draft, his close relationship with “The City of Brotherly Love” and carrying the 76ers to The Finals, his unapologetic scoring mentality, the famous “Practice” press conference, regrets about leaving Philadelphia, and his impact on pop culture.",0.147584,[],46.0,[],Released,9.0,1.0
16424,False,0,"[{'id': 35, 'name': 'Comedy'}]",42243,en,The Bingo Long Traveling All-Stars & Motor Kings,"Tired of the slave-like treatment of his team's owner, charismatic star Negro League pitcher Bingo Long takes to the road with his band of barnstormers through the small towns of the Midwest in the 1930's.",0.588318,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Motown Productions', 'id': 2730}]",110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.4,9.0
34622,False,0,[],297308,en,1989,"Anders Østergaard’s film is an investigative look at the year the Berlin Wall fell, documenting the events that took place in Hungary as a prelude to the dramatic changes in November 1989. The director recreates the events and leads the audiences deep into the politicians’ secret meeting rooms by using a mix of interviews, archive material and reconstructed scenes and dialogues.",0.081008,[],85.0,"[{'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,0.0,0.0
28186,False,0,"[{'id': 35, 'name': 'Comedy'}]",19181,sv,Sällskapsresan II - Snowroller,"Stig-Helmer takes another vacation with his norwegian friend Ole. This time it's time for a skiing vacation in the Alps. Of course, Stig-Helmer has never learnt downhill skiing, but he attends a ski school. And together they manage to charm two women also on vacation.",2.003868,"[{'name': 'Smart Egg Pictures', 'id': 1531}, {'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Sonet Film AB', 'id': 7937}, {'name': 'Viking Film', 'id': 44438}]",91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,5.2,22.0
31809,False,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",260817,ru,Седьмая пуля,"Despite the restoration of Soviet power in the area, Basmachis continue to arrive from across the border, bringing death and destruction to peaceful villages. One of the bands of rebels is led by Khairulla who is pitted against the militsiya (local militia) leader Maxumov. At first it seems hopeless for Maxumov as the rebels capture most of his men, winning them over to his side. He has only one strategy left; to give himself up, and try to explain to the people that Khairulla has deceived them, turning the soldiers back to revolution. Later in pursuit of his enemy, he chases Khairulla across a river. He has only one bullet left -- the seventh, and he must not miss his target!",0.035562,"[{'name': 'Uzbekfilm', 'id': 29575}]",79.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,5.0,1.0
30660,False,6900000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",131940,hi,Josh,"Shah Rukh Khan and Sharad Kapoor are the leaders of the two rival gangs. Aishwarya Rai is Shah Rukh Khan's twin sister. Shah Rukh is in love with Priya Gill. Chandrachur Singh is Sharad Kapoor's younger brother who studies in a catering college in Bombay. He comes to Goa to visit his brother and plans to go back and start a restaurant there. He sees Aishwarya and falls in love with her. Chandrachur gives up the idea of going back to Bombay and opens a bakery in Goa. When Shah Rukh comes to know about the romance between Aishwarya and Chandrachur, the fight between the gang turns more violent. How the conflict is resolved is the rest of the story. Written by gavin@sunny_deol2009@yahoo.com",4.0315,"[{'name': 'United Seven Creations', 'id': 81865}]",162.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,6.0,15.0
13169,False,0,"[{'id': 99, 'name': 'Documentary'}]",74485,en,A Man Named Pearl,"Man Named Pearl tells the inspiring story of self-taught topiary artist Pearl Fryar. It offers a message that speaks to respect for both self and others, and shows what one person can achieve when he allows himself to share the full expression of his humanity.",0.145447,[],0.0,[],Released,8.3,2.0
